Name,Address,Latitude,Longitude,Phone,Website,Yelp,IG,FB,City,Region,Cuisine,African,Caribbean,American,Southern,Barbecue,Dessert,Beverages,OtherCuisine,Service,Takeout,Delivery,Catering,Temporarily Closed,OtherService
Brundo Spices,"1960 Mandela Pkwy Bay 6, Oakland, CA 94607",37.807558,-122.293053,(510) 289-4050,www.brundo.com,https://www.yelp.com/biz/brundo-ethiopian-spice-company-oakland,https://www.instagram.com/brundospices,https://www.facebook.com/brundoethiopianspices/,Oakland,East Bay,"Ethiopian, Spices",Y,,,,,,,Y,Online Ordering,,,,,Y
Robert Dorsey Catering,"344 20th St, Oakland, CA 94612",37.808503,-122.265356,(510) 277-3306,https://chefrobertdorsey.com/,https://www.yelp.com/biz/robert-dorsey-catering-and-events-oakland,https://www.instagram.com/robertdorseycatering,https://www.facebook.com/robertdorseycatering/,Oakland,East Bay,Global,,,,,,,,Y,Takeout,Y,,,,
Enssaro Ethiopian,"357-A Grand Ave, Oakland, CA 94610",37.808696,-122.255638,(510) 238-9050,www.enssaro.com/,https://www.yelp.com/biz/enssaro-ethiopian-restaurant-oakland-3,https://www.instagram.com/enssarooakland,https://www.facebook.com/Enssaro/,Oakland,East Bay,Ethiopian,Y,,,,,,,,Temporarily Closed,,,,Y,
Little Giant Ice Cream,"1951 Telegraph Ave, Oakland, CA 94612",37.809162,-122.270019,(510) 922-1426,www.littlegianticecream.com/,https://www.yelp.com/biz/little-giant-ice-cream-oakland,https://www.instagram.com/littlegiant_ic,https://www.facebook.com/Little-Giant-Ice-Cream-436837296466443/,Oakland,East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery",Y,Y,,,
Grandeur,"366B Grand Ave, Oakland, CA 94610",37.809209,-122.255221,(510) 879-7568,www.grandeuroakland.com/,https://www.yelp.com/biz/grandeur-oakland-oakland,https://www.instagram.com/grandeurongrand,https://www.facebook.com/grandeurongrand/,Oakland,East Bay,Vegan,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Ca&ntildea Cuban Parlor & Cafe,"530 Lake Park Ave, Oakland, CA 94610",37.810422,-122.246575,(510) 832-1515,www.canaoakland.com,https://www.yelp.com/biz/cana-cuban-parlor-and-cafe-oakland,https://www.instagram.com/canaoakland,https://www.facebook.com/CANACUBANPARLORANDCAFE/,Oakland,East Bay,Cuban,,Y,,,,,,,"Takeout, Delivery",Y,Y,,,
Vegan Mob,"500 Lake Park Ave, Oakland, CA 94610",37.810646,-122.24692,(415) 513-5120,http://veganmob.biz/,https://www.yelp.com/biz/vegan-mob-oakland-4,https://www.instagram.com/Officialveganmob,https://www.facebook.com/officialveganmob/,Oakland,East Bay,Vegan,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Suya African Caribbean Grill,"408 22nd St, Oakland, CA 94612",37.810951,-122.266452,(510) 835-7892,https://suyaafricangrill.getbento.com/,https://www.yelp.com/biz/suya-african-caribbean-grill-oakland,https://www.instagram.com/suyaafricangrill,https://www.facebook.com/suyaoakland/,Oakland (22nd st),East Bay,"West African, Caribbean",Y,Y,,,,,,,"Takeout, Delivery",Y,Y,,,
Mela Bistro,"35 Grand Ave, Oakland, CA 94612",37.811297,-122.266041,(510) 844-4886,www.melabistro.com/,https://www.yelp.com/biz/mela-bistro-oakland,https://www.instagram.com/melabistrooakland,https://www.facebook.com/Mela-Bistro-Modern-Ethiopian-Cuisine-107966960622731/,Oakland,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Alamar Kitchen,"100 Grand Ave #111, Oakland, CA 94612",37.811553,-122.264894,(510) 907-7555,www.alamaroakland.com,https://www.yelp.com/biz/alamar-kitchen-and-bar-oakland-3,https://www.instagram.com/alamaroakland,https://www.facebook.com/alamaroakland/,Oakland,East Bay,Global,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Gregory's Gourmet Desserts,"285 23rd St, Oakland, CA 94612",37.811655,-122.26402,(510) 272-9722,www.gregorysgourmetdesserts.com/,https://www.yelp.com/biz/gregorys-gourmet-desserts-oakland,https://www.instagram.com/gregorysgourmetdesserts,https://www.facebook.com/GregorysGourmetDesserts/,Oakland,East Bay,Dessert,,,,,,Y,,,Takeout,Y,,,,
Monaghan's On the Hill,"2820 Mountain Blvd, Oakland, CA 94602",37.811814,-122.198168,(510) 482-2500,www.monaghansoakland.com,https://www.yelp.com/biz/monaghans-on-the-hill-oakland-3,https://www.instagram.com/monaghanshill,https://www.facebook.com/pages/category/American-Restaurant/Monaghans-on-the-Hill-263486457073356/,Oakland,East Bay,Californian,,,Y,,,,,,Takeout,Y,,,,
Cafe Romanat,"462 Santa Clara Ave, Oakland, CA 94610",37.812021,-122.248287,(510) 444-1800,www.caferomanat.com,https://www.yelp.com/biz/cafe-romanat-oakland,https://www.instagram.com/caferomanat,https://www.facebook.com/pages/category/Ethiopian-Restaurant/Cafe-Romanat-Ethiopian-Restaurant-244273885669115/,Oakland,East Bay,Ethiopian,Y,,,,,,,,Takeout,Y,,,,
Brown Sugar Kitchen,"2295 Broadway, Oakland, CA 94612",37.812089,-122.266684,(510) 839-7685,www.brownsugarkitchen.com/,https://www.yelp.com/biz/brown-sugar-kitchen-oakland-3,https://www.instagram.com/brownsugarkitchen,https://www.facebook.com/brownsugarkitchen/,Oakland,East Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
Kingston 11 Cuisine,"2270 Telegraph Ave, Oakland, CA 94612",37.812284,-122.268599,(510) 465-2558,http://kingston11eats.com/dinner/,https://www.yelp.com/biz/kingston-11-cuisine-oakland,https://www.instagram.com/_kingston11,https://www.facebook.com/kingston11cuisine/,Oakland,East Bay,Jamaican,,Y,,,,,,,"Takeout, Delivery",Y,Y,,,
Calavera,"2337 Broadway, Oakland, CA 94612",37.812829,-122.266187,(510) 338-3273,www.calaveraoakland.com,https://www.yelp.com/biz/calavera-oakland,https://www.instagram.com/calaveraoakland,,Oakland,East Bay,Mexican,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Malibu's Burgers,"3332 Grand Ave, Oakland, CA 94610",37.813237,-122.246613,(510) 387-1018,www.malibusburgers.com,https://www.yelp.com/biz/malibu-s-burgers-oakland,https://www.instagram.com/malibusburgers,https://www.facebook.com/malibusburgers/,Oakland,East Bay,Vegan,,,,,,,,Y,Takeout,Y,,,,
The Lumpia Company,"372 24th St, Oakland, CA 94612",37.813405,-122.264579,(510) 835-5885,www.thelumpiacompany.com,https://www.yelp.com/biz/the-lumpia-company-oakland,https://www.instagram.com/thelumpiacompany,https://www.facebook.com/thelumpiacompany/,Oakland,East Bay,Filipino,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Two Chicks in the Mix,"372 24th St, Oakland, CA 94612",37.813405,-122.264579,(510) 213-8542,www.twochicksinthemix.com/,https://www.yelp.com/biz/two-chicks-in-the-mix-oakland,https://www.instagram.com/twochicksinthemix,https://www.facebook.com/twochicksinthemix/,Oakland,East Bay,Dessert,,,,,,Y,,,"Delivery, Catering",,Y,Y,,
Chef Smelly's,"2430 Broadway, Oakland, CA 94612",37.814009,-122.264897,(510) 812-2675,http://smellyscreolecateringllc.com/,https://www.yelp.com/biz/chef-smellys-oakland-3,https://www.instagram.com/chefsmelly,https://www.facebook.com/Chefsmelly/,Oakland,East Bay,Southern,,,,Y,,,,,Takeout,Y,,,,
Cafe Dareye,"2504 Telegraph Ave, Oakland, CA 94612",37.81476,-122.268085,(510) 817-4548,,https://www.yelp.com/biz/cafe-dareye-oakland-2,https://www.instagram.com/explore/tags/cafedareye/,https://www.facebook.com/cafedareye/,Oakland,East Bay,Ethiopian,Y,,,,,,,,Temporarily Closed,,,,Y,
Stay Gold Deli,"2635 San Pablo Ave, Oakland, CA 94612",37.817694,-122.275933,(510) 350-8729,www.staygolddeli.com,https://www.yelp.com/biz/stay-gold-deli-oakland,https://www.instagram.com/staygoldoakland,https://www.facebook.com/staygolddeli/,Oakland,East Bay,Italian,,,,,,,,Y,Temporarily Closed,,,,Y,
Horn BBQ,"2534 Mandela Pkwy, Oakland, CA 94607",37.820308,-122.288792,(408) 648-3512,www.hornbarbecue.com,https://www.yelp.com/biz/horn-barbecue-oakland,https://www.instagram.com/hornbarbecue,https://www.facebook.com/Hornbarbecue/,Oakland,East Bay,Barbecue,,,,,Y,,,,Catering,,,Y,,
Carolyn's Creole Kitchen,"2921 Chestnut St, Oakland, CA 94608",37.821294,-122.281056,(510) 725-2070,www.gocreole.co/,https://www.yelp.com/biz/carolyns-creole-kitchen-emeryville,https://www.instagram.com/carolyncreolekitchen,https://www.facebook.com/pages/category/Cajun---Creole-Restaurant/Carolyns-Creole-Kitchen-2088136501228800/,Oakland,East Bay,Creole,,,,Y,,,,,Catering,,,Y,,
Red Door Catering,"2925 Adeline St, Oakland, CA 94608",37.821652,-122.282021,(510) 339-2320,https://reddoorcatering.com/,https://www.yelp.com/biz/the-red-door-catering-oakland,https://www.instagram.com/thereddoorcatering510,https://www.facebook.com/ReddoorCatering/,Oakland,East Bay,Global,,Y,,,,,,,Catering,,,Y,,
Elve's BBQ and Soul Food,"3214 Martin Luther King Jr Way, Oakland, CA 94609",37.821785,-122.270113,(510) 655-9500,,https://www.yelp.com/biz/elves-bbq-and-soul-food-oakland,https://www.instagram.com/mobbkitchen,,Oakland,East Bay,"Barbecue, Southern",,,,Y,Y,,,,Takeout,Y,,,,
Magnolia Street Wine Lounge + Kitchen,"3443 San Pablo Ave, Oakland, CA 94608",37.825816,-122.278385,(510) 205-8540,www.chefleilani.com,,https://www.instagram.com/magnoliastwinelounge,https://www.facebook.com/magnoliastwinelounge/,Oakland,East Bay,"Southern, Californian",,,Y,Y,,,,,Takeout,Y,,,,
Hella Nuts,"3645 Martin Luther King Jr Way, Oakland, CA 94609",37.826123,-122.269659,(510) 463-1690,www.thatshellanuts.com,https://www.yelp.com/biz/hella-nuts-oakland-2,https://www.instagram.com/hella_nuts,https://www.facebook.com/HellaNutsEatery/,Oakland,East Bay,Vegan,,,,,,,,Y,Delivery,,Y,,,
Rob Ben's,"3627 San Pablo Ave, Emeryville, CA 94608",37.827616,-122.279027,(510) 250-9636,,https://www.yelp.com/biz/rob-ben-s-restaurant-and-lounge-emeryville,https://www.instagram.com/robbens_restaurant,,Emeryville,East Bay,American,,,Y,,,,,,Takeout,Y,,,,
Teni East Kitchen,"4015 Broadway, Oakland, CA 94611",37.827912,-122.256714,(510) 597-1860,www.tenieastkitchen.com,https://www.yelp.com/biz/teni-east-kitchen-oakland,https://www.instagram.com/tenieastkitchen,https://www.facebook.com/tenieastkitchen/,Oakland,East Bay,Burmese,,,,,,,,Y,"Takeout, Delivery",Y,Y,,,
Minto Jamaican Market,"4042 Broadway, Oakland, CA 94611",37.828265,-122.255985,(510) 652-2168,www.mintojamaicanmarket.com,https://www.yelp.com/biz/minto-jamaican-market-oakland,https://www.instagram.com/mintojamaicanmarket510,https://www.facebook.com/MintoMarket/?rf=458637607600727,Oakland,East Bay,"Jamaican, West Indian",,Y,,,,,,,"Takeout, Grocery",Y,,,,Y
MLK Cafe,"3860 Martin Luther King Jr Way, Oakland, CA 94609",37.828519,-122.268397,(510) 450-600,,https://www.yelp.com/biz/mlk-caf%C3%A9-oakland-3,https://www.instagram.com/explore/locations/242632057/mlk-cafe-and-restaurant,https://www.facebook.com/mlkcafe/,Oakland,East Bay,"Ethiopian, Eritrean",Y,,,,,,,,Takeout,Y,,,,
Burlap Coffee,"511 40th St, Oakland, CA 94609",37.829103,-122.265555,(510) 250-9238,,https://www.yelp.com/biz/burlap-coffee-oakland,https://www.instagram.com/burlapoakland,https://www.facebook.com/pages/category/Coffee-Shop/Burlap-Coffee-344164743009784/,Oakland,East Bay,Coffee,,,,,,,Y,,Takeout,Y,,,,
Messob Ethiopian Restaurant,"4301 Piedmont Ave B, Oakland, CA 94611",37.829236,-122.248983,(510) 428-1122,http://ordermessobethiopianrestaurant.com/,https://www.yelp.com/biz/messob-ethiopian-restaurant-oakland,https://www.instagram.com/mesobethiopiann,https://www.facebook.com/messobethiopianrestaurant/,Oakland,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Cafe Dejena,"3939 Martin Luther King Jr Way, Oakland, CA 94609",37.829599,-122.268708,(510) 655-9328,www.cafedejena.com/,https://www.yelp.com/biz/cafe-dejena-oakland,https://www.instagram.com/cafe_dejena,https://www.facebook.com/CafeDejena/,Oakland,East Bay,Eritrean,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Cafe Eritrea D'Afrique,"4069 Telegraph Ave, Oakland, CA 94609",37.829844,-122.264593,(510) 547-4520,http://cafeeritreadafrique.com/,https://www.yelp.com/biz/cafe-eritrea-d-afrique-oakland-4,https://www.instagram.com/cafe_eritrea_d_afrique,,Oakland,East Bay,Eritrean,Y,,,,,,,,Temporarily Closed,,,,Y,
Hip Hop Juice Box,"3960 Adeline St, Emeryville, CA 94608",37.83055,-122.278221,(510) 788-4252,,https://www.yelp.com/biz/hip-hop-juice-box-emeryville,https://www.instagram.com/hiphopjuicebox,https://www.facebook.com/HipHopJuiceBox/,Emeryville,East Bay,Juice,,,,,,,Y,,"Takeout, Delivery",Y,Y,,,
2nd Half Bar & Lounge,"4307 Telegraph Ave, Oakland, CA 94609",37.831826,-122.264143,(510) 250-9675,,https://www.yelp.com/biz/2nd-half-bar-and-lounge-oakland,https://www.instagram.com/2ndhalfsportslounge,,Oakland,East Bay,Bar,,,,,,,Y,,Takeout,Y,,,,
Smokin Woods BBQ,"4307 Telegraph Ave, Oakland, CA 94609",37.831826,-122.264143,(510) 423-8634,www.smokinwoodsbbq.com,https://www.yelp.com/biz/smokin-woods-bbq-oakland-9,https://www.instagram.com/smokinwoodsbbq,https://www.facebook.com/smokinwoodsbbq/,Oakland,East Bay,Barbecue,,,,,Y,,,,"Takeout, Delivery",Y,Y,,,
Touch of Soul,"4336 San Pablo Ave, Emeryville, CA 94608",37.834291,-122.280678,(510) 595-1227,https://touch-of-soul.business.site/,https://www.yelp.com/biz/touch-of-soul-emeryville,,https://www.facebook.com/TouchOfSoul/,Emeryville,East Bay,Southern,,,,Y,,,,,Takeout,Y,,,,
Abesha Ethiopian Cuisine,"4929 Shattuck Ave, Oakland, CA 94609",37.836638,-122.26422,(510) 653-8383,,https://www.yelp.com/biz/abesha-ethiopian-cuisine-oakland,https://www.instagram.com/abeshaethiopiancuisine,https://www.facebook.com/abeshaoakland/,Oakland,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Asmara,"5020 Telegraph Ave, Oakland, CA 94609",37.836771,-122.262137,(510) 547-5100,http://asmararestaurant.com/,https://www.yelp.com/biz/asmara-restaurant-oakland,https://www.instagram.com/asmararestaurant,https://www.facebook.com/pages/category/Ethiopian-Restaurant/Asmara-Restaurant-258888564137683/,Oakland,East Bay,"Ethiopian, Eritrean",Y,,,,,,,,Takeout,Y,,,,
Roba's Pizza,"2320 Powell St, Emeryville, CA 94608",37.837342,-122.302032,(510) 547-7773,http://www.robaspizza.com/,https://www.yelp.com/biz/robas-pizza-cafe-emeryville,,https://www.facebook.com/pages/category/Pizza-Place/Robas-Pizza-116565618529704/,Emeryville,East Bay,Pizza,,,,,,,,Y,Takeout,Y,,,,
Red Sea,"5200 Claremont Ave, Oakland, CA 94618",37.838295,-122.261262,(510) 655-3757,redseaoakland.com,https://www.yelp.com/biz/red-sea-restaurant-oakland,,https://www.facebook.com/pages/category/Local-Business/RED-SEA-294943453868176/,Oakland,East Bay,"Ethiopian, Eritrean",Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Oakland's Very Own Tavern,"5319 Martin Luther King Jr Way, Oakland, CA 94609",37.838354,-122.269663,(510) 922-8082,https://ovotavern.com/,https://www.yelp.com/biz/ovo-tavern-and-eatery-oakland,https://www.instagram.com/ovo_5319,https://www.facebook.com/Ovo-Tavern-Eatery-1436249300015989/,Oakland,East Bay,Bar,,,,,,,Y,,"Takeout, Delivery",Y,Y,,,
Alem's Coffee,"5353 Claremont Ave, Oakland, CA 94618",37.840328,-122.259833,(510) 655-6003,https://alemscoffee.wixsite.com/site,https://www.yelp.com/biz/alems-coffee-oakland,,https://www.facebook.com/pages/category/Coffee-Shop/Alems-Coffee-137758752932576/,Oakland,East Bay,Coffee,,,,,,,Y,,"Takeout, Delivery",Y,Y,,,
Minnie Bell's Soul Movement,"5959 Shellmound St, Emeryville, CA 94608",37.841114,-122.293597,(510) 879-7199,www.minniebellssoul.com/,https://www.yelp.com/biz/minnie-bells-soul-movement-emeryville-3,https://www.instagram.com/minnie_bells,https://www.facebook.com/minniebells/,Emeryville,East Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
It's All Good Bakery,"5622 Martin Luther King Jr Way, Oakland, CA 94609",37.841122,-122.269626,(510) 597-9700,www.itsallgoodbakery.com/home.php,https://www.yelp.com/biz/its-all-good-bakery-oakland,https://www.instagram.com/itsallgoodbakery,https://www.facebook.com/Its-All-Good-Bakery-Inc-105316053172/,Oakland,East Bay,Dessert,,,,,,Y,,,"Takeout, Catering",Y,,Y,,
Crumble & Whisk Patisserie,"6270 Overland Ave, Emeryville, CA 94608",37.843189,-122.292731,(415) 237-3318,https://crumbleandwhisk.com/,https://www.yelp.com/biz/crumble-and-whisk-emeryville-2,https://www.instagram.com/crumbleandwhisk,https://www.facebook.com/crumbleandwhisk/,Emeryville,East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery, Catering",Y,Y,Y,,
Lois the Pie Queen,"851 60th St, Oakland, CA 94608",37.844775,-122.272941,(510) 658-5616,http://loisthepiequeen.food73.com/,https://www.yelp.com/biz/lois-the-pie-queen-oakland,https://www.instagram.com/lois_the_pie_queen,https://www.facebook.com/pages/category/Diner/Lois-The-Pie-Queen-118166941529472/,Oakland,East Bay,Dessert,,,,,,Y,,,Takeout,Y,,,,
James and the Giant Cupcake,"6326 San Pablo Ave, Oakland, CA 94608",37.846644,-122.284478,(510) 879-7255,www.jamesandthegiantcupcake.com/,https://www.yelp.com/biz/james-and-the-giant-cupcake-oakland,https://www.instagram.com/jamesandthegiantcupcake,https://www.facebook.com/jamesandthegiantcupcake/,Oakland (San Pablo),East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery",Y,Y,,,
Shewhat,"6101 Shattuck Ave, Oakland, CA 94609",37.846687,-122.265658,(510) 250-9533,,https://www.yelp.com/biz/shewhat-oakland,,https://www.facebook.com/shewhatCafe,Oakland,East Bay,Eritrean,Y,,,,,,,,Temporarily Closed,,,,Y,
Alchemy Coffee Collective,"1741 Alcatraz Ave, Berkeley, CA 94703",37.848794,-122.272498,(510) 394-4758,www.alchemycollectivecafe.com/,https://www.yelp.com/biz/alchemy-collective-cafe-berkeley-4,https://www.instagram.com/alchemycollective,https://www.facebook.com/Alchemycollective/,Berkeley,East Bay,Coffee,,,,,,,Y,,Takeout,Y,,,,
Lemat,"3212 Adeline St, Berkeley, CA 94703",37.850275,-122.271344,(510) 430-2717,www.lemateats.com/,https://www.yelp.com/biz/lemat-berkeley,https://www.instagram.com/lemat_ethiopian_restaurant,https://www.facebook.com/lematethiorestaurant/,Berkeley,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Cafe Colucci,"6427 Telegraph Ave, Oakland, CA 94609",37.850807,-122.260703,(510) 473-5944,www.cafecolucci.com/,https://www.yelp.com/biz/cafe-colucci-oakland,https://www.instagram.com/cafecolucci,https://www.facebook.com/cafecolucc/,Oakland,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Barcote Ethiopian Restaurant,"6430 Telegraph Ave, Berkeley, CA 94705",37.850863,-122.260101,(510) 923-6181,http://orderbarcoteethiopianrestaurant.com/,https://www.yelp.com/biz/barcote-ethiopian-restaurant-oakland,https://www.instagram.com/barcote_restaurant,https://www.facebook.com/BarcoteRestaurant/,Oakland,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Rasa Caffe,"3140 Martin Luther King Jr Way, Berkeley, CA 94703",37.850993,-122.271016,,www.rasacaffe.com/,https://www.yelp.com/biz/rasa-caffe-berkeley,https://www.instagram.com/rasacaffe,https://www.facebook.com/rasacaffeberkeley/,Berkeley,East Bay,Coffee,,,,,,,Y,,Takeout,Y,,,,
Kaffa Ethiopian,"2987 Sacramento St, Berkeley, CA 94702",37.8536,-122.278818,(510) 677-5822,,https://www.yelp.com/biz/kaffa-ethiopian-cuisine-berkeley-2,https://www.instagram.com/kaffaethiopiancuisine,,Berkeley,East Bay,Ethiopian,Y,,,,,,,,Takeout,Y,,,,
Cali Alley,"1012 Grayson St, Berkeley, CA 94710",37.855692,-122.289434,(510) 644-4473,www.calialley.com,https://www.yelp.com/biz/cali-alley-berkeley-2,https://www.instagram.com/cali.alley,https://www.facebook.com/calialley510/,Berkeley,East Bay,"Caribbean, American",,Y,Y,,,,,,"Takeout, Delivery",Y,Y,,,
Ethiopia Restaurant,"2955 Telegraph Ave, Berkeley, CA 94705",37.856772,-122.25915,(510) 843-1992,http://orderethiopiarestaurant.com/,https://www.yelp.com/biz/ethiopia-restaurant-berkeley,,https://www.facebook.com/pages/category/Ethiopian-Restaurant/Ethiopia-Restaurant-365696990200884/,Berkeley,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Nabolom Bakery and Pizzeria,"2708 Russell St, Berkeley, CA 94705",37.85838,-122.252963,(510) 845-2253,https://www.nabolombakery.com/,https://www.yelp.com/biz/nabolom-bakery-berkeley-3,https://www.instagram.com/nabolombakery,https://www.facebook.com/pages/category/Bakery/Nabolom-Bakery-Pizzeria-114418938587370/,Berkeley,East Bay,"Bakery, Pizza",,,,,,Y,,Y,Takeout,Y,,,,
Anthony's Cookies,"2575 San Pablo Ave, Berkeley, CA 94702",37.859956,-122.288696,(510) 833-2469,http://anthonyscookies.com,https://www.yelp.com/biz/anthonys-cookies-berkeley,https://www.instagram.com/anthonyscookies,https://www.facebook.com/Anthonys-Cookies-110621668978801/,Berkeley,East Bay,Dessert,,,,,,Y,,,Takeout,Y,,,,
Nuttin' Butter Cookies,"2521 San Pablo Ave, Berkeley, CA 94702",37.860743,-122.289095,(510) 610-2303,www.nuttinbuttercookies.com,https://www.yelp.com/biz/nuttin-butter-cookies-berkeley,https://www.instagram.com/nuttin_buttercookies,https://www.facebook.com/NuttinButters,Berkeley,East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery",Y,Y,,,
Addis Ethiopian,"6100 Telegraph Ave, Berkeley, CA 94705",37.861059,-122.258999,(510) 653-3456,https://addisethiopian.com/blog/,https://www.yelp.com/biz/addis-ethiopian-restaurant-oakland,,https://www.facebook.com/AddisEthiopian/,Oakland,East Bay,Ethiopian,Y,,,,,,,,"Takeout, Delivery",Y,Y,,,
Selam,"2786 Martin Luther King Jr Way, Oakland, CA 94612",37.862604,-122.272216,(510) 817-4175,,https://www.yelp.com/biz/selam-oakland,,,Oakland,East Bay,Ethiopian,Y,,,,,,,,Takeout,Y,,,,
FinFine,"2556 Telegraph Ave, Berkeley, CA 94704",37.863919,-122.258941,(510) 883-167,www.finfine.com,https://www.yelp.com/biz/finfine-ethiopian-restaurant-berkeley,,,Berkeley,East Bay,Ethiopian,Y,,,,,,,,Temporarily Closed,,,,Y,
Cupcakin' Bake Shop,"2391 Telegraph Ave Berkeley, CA 94704",37.867238,-122.258575,(510) 529-4488,https://cupcakinbakeshop.com/,https://www.yelp.com/biz/cupcakin-bake-shop-berkeley,https://www.instagram.com/cupcakinbakeshop,https://www.facebook.com/cupcakinbakeshop/,Berkeley,East Bay,Dessert,,,,,,Y,,,"Takeout, Delivery",Y,Y,,,
A Girl Named Pinky,"2495 Bancroft Way, Berkeley, CA 94704",37.869107,-122.259652,(510) 631-6174,www.agirlnamedpinky.com/,https://www.yelp.com/biz/a-girl-named-pinky-cake-boutique-berkeley,https://www.instagram.com/agirlnamedpinky,https://www.facebook.com/AGirlNamedPinky/,Berkeley,East Bay,Dessert,,,,,,Y,,,Delivery,,Y,,,
Pinky and Red's,"2495 Bancroft Way, Berkeley, CA 94720",37.869107,-122.259652,(510) 255-1516,www.pinkyandreds.com/,https://www.yelp.com/biz/pinky-and-reds-berkeley,https://www.instagram.com/pinkyandreds,,Berkeley,East Bay,American,,,Y,,,,,,Temporarily Closed,,,,Y,
Everett & Jones Barbeque,"1955 San Pablo Ave, Berkeley, CA 94702",37.869704,-122.292038,(510) 548-8261,https://eandjbbq.com/,https://www.yelp.com/biz/everett-and-jones-berkeley,https://www.instagram.com/eandjberkeley,https://www.facebook.com/EverettandJonesBerkeley/,Berkeley,East Bay,Barbecue,,,,,Y,,,,"Takeout, Catering",Y,,Y,,
KC's BBQ,"1235 San Pablo Ave, Berkeley, CA 94706",37.881083,-122.295641,(510) 526-6325,www.kcsbbq.com,https://www.yelp.com/biz/kcs-bbq-berkeley-2,https://www.instagram.com/kcsbbq,https://www.facebook.com/kcsbbqberkeley/,Berkeley,East Bay,Barbecue,,,,,Y,,,,"Takeout, Delivery",Y,Y,,,
R&ecircve Bistro,"960 Moraga Rd F, Lafayette, CA 94549",37.890485,-122.118137,(925) 385-793,http://revebistro.com/,https://www.yelp.com/biz/r%C3%AAve-lafayette-3,https://www.instagram.com/revebistro,https://www.facebook.com/revebistro/,Lafayette,East Bay,French,,,,,,,,Y,Takeout,Y,,,,
Mr. C's and Lizzy's Cajun Cafe,"1254 Solano Ave, Albany, CA 94706",37.89054,-122.29353,(510) 525-2440,,,,https://www.facebook.com/mrcsforhair/,Albany,East Bay,Cajun,,,,Y,,,,,Takeout,Y,,,,
Juanita and Maude,"825 San Pablo Ave, Albany, CA 94706",37.89099,-122.29879,(510) 526-2233,www.juanitaandmaude.com/,https://www.yelp.com/biz/juanita-and-maude-albany,https://www.instagram.com/juanitaandmaude,https://www.facebook.com/juanitaandmaude/,Albany,East Bay,"Californian, Global",,,Y,,,,,Y,Takeout,Y,,,,
Snapper's Seafood,"1501 Ohio Ave, Richmond, CA 94804",37.930986,-122.355113,(888) 707-2469,https://snappersseafoodrestaurant.com/,https://www.yelp.com/biz/the-new-snappers-seafood-restaurant-richmond,https://www.instagram.com/explore/locations/268484290/snapper-seafood,https://www.facebook.com/1424Kill,Richmond,East Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
CJ's BBQ and Fish,"2401 Macdonald Ave A, Richmond, CA 94804",37.935775,-122.346076,(510) 235-7471,,https://www.yelp.com/biz/c-js-bbq-and-fish-richmond,https://www.instagram.com/explore/locations/8495297/,,Richmond,East Bay,"Barbecue, Southern",,,,Y,Y,,,,Takeout,Y,,,,
Roux,"1503 Macdonald Ave, Richmond, CA 94804",37.935874,-122.355057,(510) 514-6068,https://www.rouxbayarea.com/,https://www.yelp.com/biz/roux-richmond-3,https://www.instagram.com/roux_bayarea,https://www.facebook.com/pages/category/Cajun---Creole-Restaurant/Roux-111227600243537/,Richmond,East Bay,Creole,,Y,,,,,,,"Takeout, Delivery",Y,Y,,,
Mississippi Catfish,"12440 San Pablo Ave, Richmond, CA 94805",37.939187,-122.326482,(510) 215-2526,,https://www.yelp.com/biz/mississippi-catfish-richmond,,https://www.facebook.com/Mississippi-Catfish-161683020526351/,Richmond,East Bay,Southern,,,,Y,,,,,Takeout,Y,,,,
Chris' Kitchen Soul Food,"1260 Rumrill Blvd, San Pablo, CA 94806",37.95177,-122.356884,(510) 235-9117,https://chris-kitchen-soul-food.business.site/,https://www.yelp.com/biz/chriss-kitchen-soul-food-san-pablo,,https://www.facebook.com/pages/category/Community-Organization/Chriss-Kitchen-Soul-Food-272675530209260/,San Pablo,East Bay,Southern,,,,Y,,,,,"Takeout, Delivery",Y,Y,,,
